id,homeTeam,homeScore,awayTeam,awayScore,lineProvider,overUnder,spread,formattedSpread,openingSpread,openingOverUnder,homeMoneyline,awayMoneyline
401415640,Navy,20,Houston,38,William Hill (New Jersey),51,3,Houston -3,,,,
401415640,Navy,20,Houston,38,consensus,50.5,3,Houston -3,,,,
401415640,Navy,20,Houston,38,teamrankings,51,3,Houston -3,,,,
401404114,Baylor,28,TCU,29,Bovada,58.5,2.0,TCU -2.0,2.5,56.5,115,-135
401404114,Baylor,28,TCU,29,William Hill (New Jersey),58,2,TCU -2,,,,
401404114,Baylor,28,TCU,29,consensus,58,2,TCU -2,,,,
401404114,Baylor,28,TCU,29,teamrankings,58,2,TCU -2,,,,
401413250,Idaho,56,Portland State,21,William Hill (New Jersey),57.5,-12.5,Idaho -12.5,,,,
401413250,Idaho,56,Portland State,21,consensus,57.5,-12,Idaho -12,,,,
401423436,Central Connecticut,34,Wagner,7,William Hill (New Jersey),46,-9,Central Connecticut -9,,,,
401423436,Central Connecticut,34,Wagner,7,consensus,46.5,-8.5,Central Connecticut -8.5,,,,
401431406,Marist,37,Presbyterian College,7,William Hill (New Jersey),48.5,-13,Marist -13,,,,
401405126,Penn State,31,Ohio State,44,Bovada,61.0,15.5,Ohio State -15.5,15.0,61.5,475,-700
401405126,Penn State,31,Ohio State,44,William Hill (New Jersey),60.5,16,Ohio State -16,,,,
401405126,Penn State,31,Ohio State,44,consensus,60.5,15.5,Ohio State -15.5,,,,
401405126,Penn State,31,Ohio State,44,teamrankings,60.5,15.5,Ohio State -15.5,,,,
401415643,Houston,42,South Florida,27,William Hill (New Jersey),59,-17.5,Houston -17.5,,,,
401415643,Houston,42,South Florida,27,Bovada,59.5,-17.5,Houston -17.5,-18.0,62.0,-1100,650
401415643,Houston,42,South Florida,27,consensus,59,-17.5,Houston -17.5,,,,
401415643,Houston,42,South Florida,27,teamrankings,59,-17,Houston -17,,,,
401432242,Duquesne,48,Long Island University,50,William Hill (New Jersey),52.5,-13,Duquesne -13,,,,
401421099,St. Thomas (MN),49,San Diego,42,William Hill (New Jersey),44,-6.5,St. Thomas (MN) -6.5,,,,
401424442,Maine,21,Richmond,31,William Hill (New Jersey),54.5,14.5,Richmond -14.5,,,,
401421133,Furman,24,Chattanooga,20,William Hill (New Jersey),44.5,7,Chattanooga -7,,,,
401422983,Bucknell,7,Colgate,13,William Hill (New Jersey),42,7.5,Colgate -7.5,,,,
401422983,Bucknell,7,Colgate,13,consensus,42.5,7.5,Colgate -7.5,,,,
401425415,Holy Cross,53,Fordham,52,William Hill (New Jersey),68.5,-10,Holy Cross -10,,,,
401425415,Holy Cross,53,Fordham,52,consensus,68.5,-10.5,Holy Cross -10.5,,,,
401418641,Southeast Missouri State,23,Eastern Kentucky,28,William Hill (New Jersey),71.5,-6,Southeast Missouri State -6,,,,
401411147,Florida State,41,Georgia Tech,16,Bovada,48.0,-24.0,Florida State -24.0,-20.5,48.0,-2800,1100
401411147,Florida State,41,Georgia Tech,16,William Hill (New Jersey),48,-23.5,Florida State -23.5,,,,
401411147,Florida State,41,Georgia Tech,16,consensus,48,-23.5,Florida State -23.5,,,,
401411147,Florida State,41,Georgia Tech,16,teamrankings,48,-23.5,Florida State -23.5,,,,
401423444,Alabama State,24,Alabama A&M,17,William Hill (New Jersey),48,2.5,Alabama A&M -2.5,,,,
401423444,Alabama State,24,Alabama A&M,17,consensus,47.5,2.5,Alabama A&M -2.5,,,,
401413251,Sacramento State,31,Idaho,28,William Hill (New Jersey),62.5,-13.5,Sacramento State -13.5,,,,
401413251,Sacramento State,31,Idaho,28,consensus,62.5,-14,Sacramento State -14,,,,
401413338,Weber State,24,Montana,21,William Hill (New Jersey),48.5,-3.5,Weber State -3.5,,,,
401413338,Weber State,24,Montana,21,consensus,48.5,-3.5,Weber State -3.5,,,,
401416630,Eastern Michigan,24,Toledo,27,Bovada,54.0,4.0,Toledo -4.0,8.5,58.0,265,-330
401416630,Eastern Michigan,24,Toledo,27,William Hill (New Jersey),55,4.5,Toledo -4.5,,,,
401416630,Eastern Michigan,24,Toledo,27,consensus,54,4,Toledo -4,,,,
401416630,Eastern Michigan,24,Toledo,27,teamrankings,54,4,Toledo -4,,,,
401415644,UCF,25,Cincinnati,21,Bovada,56.0,-1.5,UCF -1.5,0.0,55.5,-110,-110
401415644,UCF,25,Cincinnati,21,William Hill (New Jersey),55.5,-1.5,UCF -1.5,,,,
401415644,UCF,25,Cincinnati,21,consensus,55.5,-1.5,UCF -1.5,,,,
401415644,UCF,25,Cincinnati,21,teamrankings,55.5,-1.5,UCF -1.5,,,,
401421143,The Citadel,3,Samford,38,William Hill (New Jersey),46,15.5,Samford -15.5,,,,
401422926,VMI,14,Mercer,55,William Hill (New Jersey),55.5,27.5,Mercer -27.5,,,,
401422992,Lafayette,20,Georgetown,30,William Hill (New Jersey),43,-10,Lafayette -10,,,,
401422992,Lafayette,20,Georgetown,30,consensus,43,-10.5,Lafayette -10.5,,,,
401423156,Stetson,17,Drake,24,William Hill (New Jersey),47.5,-7,Stetson -7,,,,
401423141,Butler,56,Morehead State,20,William Hill (New Jersey),58.5,-8.5,Butler -8.5,,,,
401423141,Butler,56,Morehead State,20,consensus,58.5,-8.5,Butler -8.5,,,,
401423950,Jackson State,35,Southern,0,William Hill (New Jersey),57,-18,Jackson State -18,,,,
401423950,Jackson State,35,Southern,0,consensus,56,-17.5,Jackson State -17.5,,,,
401404161,Old Dominion,24,Liberty,38,Bovada,47.5,3.5,Liberty -3.5,2.0,48.0,145,-170
401404161,Old Dominion,24,Liberty,38,William Hill (New Jersey),47.5,3.5,Liberty -3.5,,,,
401404161,Old Dominion,24,Liberty,38,consensus,47.5,3.5,Liberty -3.5,,,,
401404161,Old Dominion,24,Liberty,38,teamrankings,48,3.5,Liberty -3.5,,,,
401404162,Liberty,21,Gardner-Webb,20,William Hill (New Jersey),55,-24.5,Liberty -24.5,,,,
401404162,Liberty,21,Gardner-Webb,20,consensus,55,-24.5,Liberty -24.5,,,,
401404059,Texas,52,Louisiana Monroe,10,Bovada,64.0,-37.5,Texas -37.5,-38.0,67.0,,
401404059,Texas,52,Louisiana Monroe,10,William Hill (New Jersey),64.5,-37.5,Texas -37.5,,,,
401404059,Texas,52,Louisiana Monroe,10,consensus,64.5,-37.5,Texas -37.5,,,,
401404059,Texas,52,Louisiana Monroe,10,teamrankings,64.5,-37,Texas -37,,,,
401411099,Syracuse,31,Louisville,7,Bovada,55.0,6.0,Louisville -6.0,4.0,59.5,155,-180
401415210,New Mexico,41,Maine,0,Bovada,42.0,-6.5,New Mexico -6.5,-5.0,42.0,-210,175
401415210,New Mexico,41,Maine,0,William Hill (New Jersey),42.5,-6,New Mexico -6,,,,
401415210,New Mexico,41,Maine,0,consensus,42.5,-6,New Mexico -6,,,,
401403974,Washington State,24,Idaho,17,Bovada,63.5,-29.0,Washington State -29.0,-28.0,61.5,,
401403974,Washington State,24,Idaho,17,William Hill (New Jersey),63.5,-28.5,Washington State -28.5,,,,
401403974,Washington State,24,Idaho,17,consensus,63.5,-28.5,Washington State -28.5,,,,
401403969,Oregon State,34,Boise State,17,Bovada,55.5,-1.5,Oregon State -1.5,-2.0,60.5,-145,125
401403969,Oregon State,34,Boise State,17,William Hill (New Jersey),55.5,-1.5,Oregon State -1.5,,,,
401403969,Oregon State,34,Boise State,17,consensus,55.5,-1.5,Oregon State -1.5,,,,
401403969,Oregon State,34,Boise State,17,teamrankings,55.5,-2,Oregon State -2,,,,
401403973,Washington,45,Kent State,20,Bovada,61.5,-24.0,Washington -24.0,-23.0,63.0,-2200,1000
401403973,Washington,45,Kent State,20,William Hill (New Jersey),61.5,-23.5,Washington -23.5,,,,
401403973,Washington,45,Kent State,20,consensus,61.5,-23.5,Washington -23.5,,,,
401403973,Washington,45,Kent State,20,teamrankings,61.5,-23.5,Washington -23.5,,,,
401426543,Hawai'i,17,Western Kentucky,49,Bovada,67.5,16.5,Western Kentucky -16.5,9.0,62.5,450,-650
401426543,Hawai'i,17,Western Kentucky,49,William Hill (New Jersey),67.5,16.5,Western Kentucky -16.5,,,,
401426543,Hawai'i,17,Western Kentucky,49,consensus,67.5,16.5,Western Kentucky -16.5,,,,
401426543,Hawai'i,17,Western Kentucky,49,teamrankings,67.5,16.5,Western Kentucky -16.5,,,,
401403867,Florida State,24,LSU,23,Bovada,51.0,4.5,LSU -4.5,3,51.5,-165,140
401415613,UCF,14,Louisville,20,Bovada,63.0,-6.0,UCF -6.0,-6.0,61.5,-210,175
401415613,UCF,14,Louisville,20,William Hill (New Jersey),62.5,-5.5,UCF -5.5,,,,
401415613,UCF,14,Louisville,20,consensus,62.5,-5.5,UCF -5.5,,,,
401415613,UCF,14,Louisville,20,teamrankings,62,-5.5,UCF -5.5,,,,
401403868,Texas,19,Alabama,20,Bovada,64.5,21.5,Alabama -21.5,19.5,61.5,775,-1500
401403868,Texas,19,Alabama,20,William Hill (New Jersey),63,21.5,Alabama -21.5,,,,
401403868,Texas,19,Alabama,20,consensus,63.5,21,Alabama -21,,,,
401403868,Texas,19,Alabama,20,teamrankings,64,21,Alabama -21,,,,
401405079,Ohio State,45,Arkansas State,12,Bovada,68.5,-44.5,Ohio State -44.5,-44.0,68.5,,
401405079,Ohio State,45,Arkansas State,12,William Hill (New Jersey),68.5,-44.5,Ohio State -44.5,,,,
401405079,Ohio State,45,Arkansas State,12,consensus,68.5,-44.5,Ohio State -44.5,,,,
401405079,Ohio State,45,Arkansas State,12,teamrankings,68.5,-44.5,Ohio State -44.5,,,,
401405080,Penn State,46,Ohio,10,Bovada,55.0,-28.0,Penn State -28.0,-26.5,53.5,-2800,1100
401405080,Penn State,46,Ohio,10,William Hill (New Jersey),55,-28,Penn State -28,,,,
401405080,Penn State,46,Ohio,10,consensus,54.5,-28,Penn State -28,,,,
401405080,Penn State,46,Ohio,10,teamrankings,55,-28,Penn State -28,,,,
401411106,NC State,55,Charleston Southern,3,William Hill (New Jersey),55.5,-45.5,NC State -45.5,,,,
401411106,NC State,55,Charleston Southern,3,consensus,55,-45.5,NC State -45.5,,,,
401411149,North Carolina,42,Pittsburgh,24,Bovada,65.5,-2.5,North Carolina -2.5,-4.0,64.0,-180,155
401411149,North Carolina,42,Pittsburgh,24,William Hill (New Jersey),65.5,-3,North Carolina -3,,,,
401411149,North Carolina,42,Pittsburgh,24,consensus,65.5,-2.5,North Carolina -2.5,,,,
401411149,North Carolina,42,Pittsburgh,24,teamrankings,65.5,-2.5,North Carolina -2.5,,,,
401415248,Fresno State,32,San Diego State,28,Bovada,44.5,-11.0,Fresno State -11.0,-8.0,39.5,-390,295
401415248,Fresno State,32,San Diego State,28,William Hill (New Jersey),44.5,-11,Fresno State -11,,,,
401415248,Fresno State,32,San Diego State,28,consensus,44.5,-10.5,Fresno State -10.5,,,,
401415248,Fresno State,32,San Diego State,28,teamrankings,43.5,-10,Fresno State -10,,,,
401415249,San José State,35,Nevada,28,Bovada,44.5,-24.5,San José State -24.5,-25.0,44.0,-4000,1200
401415249,San José State,35,Nevada,28,William Hill (New Jersey),44.5,-24,San José State -24,,,,
401415249,San José State,35,Nevada,28,consensus,44.5,-24.5,San José State -24.5,,,,
401415249,San José State,35,Nevada,28,teamrankings,44.5,-24.5,San José State -24.5,,,,
401415254,San Diego State,14,UNLV,10,Bovada,47.0,-5.0,San Diego State -5.0,-6.5,48.0,-250,210
401415254,San Diego State,14,UNLV,10,William Hill (New Jersey),47,-5,San Diego State -5,,,,
401415254,San Diego State,14,UNLV,10,consensus,47,-5,San Diego State -5,,,,
401415254,San Diego State,14,UNLV,10,teamrankings,47,-5,San Diego State -5,,,,
401418842,Indiana State,7,North Dakota,42,William Hill (New Jersey),51,11,North Dakota -11,,,,
401418842,Indiana State,7,North Dakota,42,consensus,52,11.5,North Dakota -11.5,,,,
401424391,Hampton,14,William & Mary,20,William Hill (New Jersey),51.5,20.5,William & Mary -20.5,,,,
401424391,Hampton,14,William & Mary,20,consensus,51.5,20.5,William & Mary -20.5,,,,
401424443,Rhode Island,26,Maine,22,William Hill (New Jersey),57,-15.5,Rhode Island -15.5,,,,
401423002,Holy Cross,42,Lehigh,14,William Hill (New Jersey),48.5,-29,Holy Cross -29,,,,
401423002,Holy Cross,42,Lehigh,14,consensus,48.5,-30,Holy Cross -30,,,,
401428199,Charleston Southern,34,Robert Morris,21,William Hill (New Jersey),45.5,-17.5,Charleston Southern -17.5,,,,
401428199,Charleston Southern,34,Robert Morris,21,consensus,45.5,-17.5,Charleston Southern -17.5,,,,
401425428,Long Island University,29,Central Connecticut,20,William Hill (New Jersey),52,1.5,Central Connecticut -1.5,,,,
401425428,Long Island University,29,Central Connecticut,20,consensus,52,1.5,Central Connecticut -1.5,,,,
401424445,Towson,27,Villanova,3,William Hill (New Jersey),53.5,10.5,Villanova -10.5,,,,
401405132,Indiana,14,Penn State,45,Bovada,50.5,13.5,Penn State -13.5,13.5,54.5,375,-525
401405132,Indiana,14,Penn State,45,William Hill (New Jersey),50,13.5,Penn State -13.5,,,,
401405132,Indiana,14,Penn State,45,consensus,50,13.5,Penn State -13.5,,,,
401405132,Indiana,14,Penn State,45,teamrankings,50,13.5,Penn State -13.5,,,,
401415252,Utah State,27,New Mexico,10,Bovada,42.5,-14.5,Utah State -14.5,-15.5,43.5,-700,475
401415252,Utah State,27,New Mexico,10,William Hill (New Jersey),42.5,-14.5,Utah State -14.5,,,,
401415252,Utah State,27,New Mexico,10,consensus,42.5,-14.5,Utah State -14.5,,,,
401415252,Utah State,27,New Mexico,10,teamrankings,42.5,-14.5,Utah State -14.5,,,,
401415650,Cincinnati,20,Navy,10,Bovada,43.5,-18.5,Cincinnati -18.5,-20.5,48.5,-1600,800
401415650,Cincinnati,20,Navy,10,William Hill (New Jersey),43.5,-18.5,Cincinnati -18.5,,,,
401415650,Cincinnati,20,Navy,10,consensus,43.5,-18.5,Cincinnati -18.5,,,,
401415650,Cincinnati,20,Navy,10,teamrankings,43.5,-18.5,Cincinnati -18.5,,,,
401424444,Richmond,40,New Hampshire,34,William Hill (New Jersey),48,-12.5,Richmond -12.5,,,,
401418807,McNeese,29,Eastern Illinois,15,William Hill (New Jersey),55.5,-5,McNeese -5,,,,
401418807,McNeese,29,Eastern Illinois,15,consensus,55.5,-4.5,McNeese -4.5,,,,
401405127,Illinois,15,Michigan State,23,Bovada,41.0,-16.0,Illinois -16.0,-15.5,43.5,-800,525
401405127,Illinois,15,Michigan State,23,William Hill (New Jersey),41,-16,Illinois -16,,,,
401405127,Illinois,15,Michigan State,23,consensus,41,-16,Illinois -16,,,,
401405127,Illinois,15,Michigan State,23,teamrankings,41,-16.5,Illinois -16.5,,,,
401426365,Georgia Southern,31,South Alabama,38,Bovada,60.5,3.5,South Alabama -3.5,5.0,60.0,170,-200
401426365,Georgia Southern,31,South Alabama,38,William Hill (New Jersey),60.5,3.5,South Alabama -3.5,,,,
401426365,Georgia Southern,31,South Alabama,38,consensus,60.5,3.5,South Alabama -3.5,,,,
401426365,Georgia Southern,31,South Alabama,38,teamrankings,60.5,3.5,South Alabama -3.5,,,,
401415250,Boise State,28,BYU,31,Bovada,54.0,-9.0,Boise State -9.0,-8.5,55.5,-310,255
401415250,Boise State,28,BYU,31,William Hill (New Jersey),54.5,-9.5,Boise State -9.5,,,,
401415250,Boise State,28,BYU,31,consensus,54.5,-9.5,Boise State -9.5,,,,
401415250,Boise State,28,BYU,31,teamrankings,54.5,-9.5,Boise State -9.5,,,,
401426369,Southern Mississippi,14,Georgia State,42,Bovada,48.0,-2.5,Southern Mississippi -2.5,-2.5,50.5,-135,115
401426369,Southern Mississippi,14,Georgia State,42,William Hill (New Jersey),48,-2,Southern Mississippi -2,,,,
401426369,Southern Mississippi,14,Georgia State,42,consensus,48,-2,Southern Mississippi -2,,,,
401426369,Southern Mississippi,14,Georgia State,42,teamrankings,47.5,-2,Southern Mississippi -2,,,,
401426367,Louisiana,17,Troy,23,Bovada,42.5,3.5,Troy -3.5,4.0,43.0,155,-180
401426367,Louisiana,17,Troy,23,William Hill (New Jersey),42.5,3.5,Troy -3.5,,,,
401426367,Louisiana,17,Troy,23,consensus,42.5,3.5,Troy -3.5,,,,
401426367,Louisiana,17,Troy,23,teamrankings,42.5,3.5,Troy -3.5,,,,
401426368,Louisiana Monroe,31,Texas State,30,Bovada,52.5,-2.5,Louisiana Monroe -2.5,0.0,52.0,,-120
401426368,Louisiana Monroe,31,Texas State,30,William Hill (New Jersey),52.5,-3,Louisiana Monroe -3,,,,
401426368,Louisiana Monroe,31,Texas State,30,consensus,52.5,-2.5,Louisiana Monroe -2.5,,,,
401426368,Louisiana Monroe,31,Texas State,30,teamrankings,52.5,-2.5,Louisiana Monroe -2.5,,,,
401411153,Miami,3,Florida State,45,Bovada,54.0,6.5,Florida State -6.5,8.5,53.0,190,-230
401411153,Miami,3,Florida State,45,William Hill (New Jersey),54,6.5,Florida State -6.5,,,,
401411153,Miami,3,Florida State,45,consensus,54,6.5,Florida State -6.5,,,,
401411153,Miami,3,Florida State,45,teamrankings,54,6.5,Florida State -6.5,,,,
401426372,Georgia State,28,Louisiana Monroe,31,Bovada,60.0,-13.5,Georgia State -13.5,-13.5,59.0,-550,390
401426372,Georgia State,28,Louisiana Monroe,31,William Hill (New Jersey),59.5,-13.5,Georgia State -13.5,,,,
401426372,Georgia State,28,Louisiana Monroe,31,consensus,59.5,-13.5,Georgia State -13.5,,,,
401426372,Georgia State,28,Louisiana Monroe,31,teamrankings,59.5,-13.5,Georgia State -13.5,,,,
401426366,Old Dominion,0,Marshall,12,Bovada,46.5,3.5,Marshall -3.5,2.5,46.0,115,-135
401426366,Old Dominion,0,Marshall,12,William Hill (New Jersey),47,3.5,Marshall -3.5,,,,
401426366,Old Dominion,0,Marshall,12,consensus,46.5,3.5,Marshall -3.5,,,,
401426366,Old Dominion,0,Marshall,12,teamrankings,46.5,3.5,Marshall -3.5,,,,
401415181,Portland State,35,Northern Colorado,21,William Hill (New Jersey),60.5,-13,Portland State -13,,,,
401415181,Portland State,35,Northern Colorado,21,consensus,60.5,-13,Portland State -13,,,,
401415193,Yale,69,Brown,17,William Hill (New Jersey),57,-12.5,Yale -12.5,,,,
401415193,Yale,69,Brown,17,consensus,57,-13,Yale -13,,,,
401415410,Cornell,21,Pennsylvania,28,William Hill (New Jersey),46,10.5,Pennsylvania -10.5,,,,
401415410,Cornell,21,Pennsylvania,28,consensus,46.5,10.5,Pennsylvania -10.5,,,,
401418608,Princeton,17,Dartmouth,14,Caesars Sportsbook (Colorado),42.5,-16.5,Princeton -16.5,,,,
401420794,North Carolina A&T,49,Norfolk State,24,William Hill (New Jersey),53.5,-23.5,North Carolina A&T -23.5,,,,
401421134,The Citadel,21,Chattanooga,31,William Hill (New Jersey),39.5,19.5,Chattanooga -19.5,,,,
401424933,Prairie View,16,Alcorn State,23,William Hill (New Jersey),51,-9.5,Prairie View -9.5,,,,
401424933,Prairie View,16,Alcorn State,23,consensus,51,-9,Prairie View -9,,,,
401424945,Grambling,36,Arkansas-Pine Bluff,10,William Hill (New Jersey),55,-10,Grambling -10,,,,
401424945,Grambling,36,Arkansas-Pine Bluff,10,consensus,55,-9.5,Grambling -9.5,,,,
401428194,Bryant,43,Campbell,37,William Hill (New Jersey),60.5,9,Campbell -9,,,,
401428194,Bryant,43,Campbell,37,consensus,61,8.5,Campbell -8.5,,,,
401428479,Tennessee Tech,35,Lindenwood,34,William Hill (New Jersey),62.5,-4,Tennessee Tech -4,,,,
401428479,Tennessee Tech,35,Lindenwood,34,consensus,62.5,-4,Tennessee Tech -4,,,,
401431407,Presbyterian College,28,Dayton,52,William Hill (New Jersey),50.5,20,Dayton -20,,,,
401431407,Presbyterian College,28,Dayton,52,consensus,50.5,20.5,Dayton -20.5,,,,
401426599,North Texas,52,Florida International,14,Bovada,63.0,-21.5,North Texas -21.5,-21.5,63.0,-2200,1000
401426599,North Texas,52,Florida International,14,William Hill (New Jersey),64,-21.5,North Texas -21.5,,,,
401426599,North Texas,52,Florida International,14,consensus,63,-21.5,North Texas -21.5,,,,
401426599,North Texas,52,Florida International,14,teamrankings,63.5,-21,North Texas -21,,,,
401425457,Weber State,30,Sacramento State,33,William Hill (New Jersey),58,-2,Weber State -2,,,,
401416597,Central Michigan,24,South Alabama,38,Bovada,57.5,-6.0,Central Michigan -6.0,-6.5,59.0,-200,170
401416597,Central Michigan,24,South Alabama,38,William Hill (New Jersey),57.5,-6,Central Michigan -6,,,,
401416597,Central Michigan,24,South Alabama,38,consensus,57.5,-6,Central Michigan -6,,,,
401416597,Central Michigan,24,South Alabama,38,teamrankings,57.5,-6,Central Michigan -6,,,,
401425458,Portland State,17,Sacramento State,45,William Hill (New Jersey),67.5,21,Sacramento State -21,,,,
401425458,Portland State,17,Sacramento State,45,consensus,67.5,21,Sacramento State -21,,,,
401421110,Marist,24,Valparaiso,45,William Hill (New Jersey),48,2,Valparaiso -2,,,,
401424446,Albany,23,Maine,21,William Hill (New Jersey),61,-5,Albany -5,,,,
401415194,Brown,24,Columbia,31,William Hill (New Jersey),55.5,4,Columbia -4,,,,
401415194,Brown,24,Columbia,31,consensus,55.5,4,Columbia -4,,,,
401411163,Virginia,7,Pittsburgh,37,William Hill (New Jersey),41.5,5.5,Pittsburgh -5.5,,,,
401411163,Virginia,7,Pittsburgh,37,consensus,41.5,5.5,Pittsburgh -5.5,,,,
401411163,Virginia,7,Pittsburgh,37,teamrankings,41.5,5.5,Pittsburgh -5.5,,,,
401411163,Virginia,7,Pittsburgh,37,Bovada,41.5,5.5,Pittsburgh -5.5,4.5,41.5,170,-200
401423416,St. Thomas (MN),23,Stetson,0,William Hill (New Jersey),59.5,-16,St. Thomas (MN) -16,,,,
401422977,East Tennessee State,17,Western Carolina,20,William Hill (New Jersey),73.5,-5,East Tennessee State -5,,,,
401422977,East Tennessee State,17,Western Carolina,20,consensus,73.5,-6,East Tennessee State -6,,,,
401422985,Georgetown,21,Bucknell,24,William Hill (New Jersey),47.5,-6.5,Georgetown -6.5,,,,
401428473,Murray State,27,Robert Morris,9,William Hill (New Jersey),44,-7,Murray State -7,,,,
401415174,Northern Colorado,21,Northern Arizona,20,William Hill (New Jersey),54.5,11,Northern Arizona -11,,,,
401420819,North Dakota,28,South Dakota,19,William Hill (New Jersey),49.5,-8.5,North Dakota -8.5,,,,
401420819,North Dakota,28,South Dakota,19,consensus,49.5,-8.5,North Dakota -8.5,,,,
401405135,Iowa,24,Wisconsin,10,Bovada,35.5,-1.0,Iowa -1.0,-1.5,36.5,-115,-105
401405135,Iowa,24,Wisconsin,10,William Hill (New Jersey),35.5,0,Wisconsin -0,,,,
401405135,Iowa,24,Wisconsin,10,consensus,35.5,1.5,Wisconsin -1.5,,,,
401405135,Iowa,24,Wisconsin,10,teamrankings,35.5,0,Wisconsin -0,,,,
401420795,Norfolk State,14,North Carolina Central,48,William Hill (New Jersey),61.5,18.5,North Carolina Central -18.5,,,,
401425470,Tennessee State,3,UT Martin,20,William Hill (New Jersey),54.5,13.5,UT Martin -13.5,,,,
401421162,Mercer,13,Furman,23,William Hill (New Jersey),52.5,-11,Mercer -11,,,,
401418781,North Alabama,27,Tennessee Tech,35,William Hill (New Jersey),66.5,-3,North Alabama -3,,,,
401403855,Arkansas,31,Cincinnati,24,Bovada,54.5,-7.0,Arkansas -7.0,-7.5,54.0,-230,190
401403855,Arkansas,31,Cincinnati,24,William Hill (New Jersey),54.5,-6.5,Arkansas -6.5,,,,
401403855,Arkansas,31,Cincinnati,24,consensus,54.5,-6.5,Arkansas -6.5,,,,
401403855,Arkansas,31,Cincinnati,24,teamrankings,54.5,-6.5,Arkansas -6.5,,,,
401437036,Georgia,50,LSU,30,William Hill (New Jersey),51,-17,Georgia -17,,,,
401437036,Georgia,50,LSU,30,consensus,52,-17.5,Georgia -17.5,,,,
401437036,Georgia,50,LSU,30,teamrankings,52,-17,Georgia -17,,,,
401437036,Georgia,50,LSU,30,Bovada,52.0,-17.0,Georgia -17.0,-15.0,50.5,-900,575
401437009,North Carolina,10,Clemson,39,Bovada,64.0,7.0,Clemson -7.0,7.5,62.0,255,-310
401437009,North Carolina,10,Clemson,39,William Hill (New Jersey),64,7,Clemson -7,,,,
401437009,North Carolina,10,Clemson,39,consensus,64,7.5,Clemson -7.5,,,,
401437009,North Carolina,10,Clemson,39,teamrankings,64,7.5,Clemson -7.5,,,,
401403988,Minnesota,49,Colorado,7,Bovada,47.5,-28.0,Minnesota -28.0,-27.0,46.5,-6500,1350
401403988,Minnesota,49,Colorado,7,William Hill (New Jersey),47.5,-28,Minnesota -28,,,,
401403988,Minnesota,49,Colorado,7,consensus,47.5,-28,Minnesota -28,,,,
401403988,Minnesota,49,Colorado,7,teamrankings,47.5,-28,Minnesota -28,,,,
401415224,San Diego State,17,Toledo,14,Bovada,44.5,3.0,Toledo -3.0,0.0,46.5,130,-150
401415224,San Diego State,17,Toledo,14,William Hill (New Jersey),45,3,Toledo -3,,,,
401415224,San Diego State,17,Toledo,14,consensus,44.5,3,Toledo -3,,,,
401415224,San Diego State,17,Toledo,14,teamrankings,44.5,2.5,Toledo -2.5,,,,
401416611,Kent State,31,Ohio,24,Bovada,65.5,-13.0,Kent State -13.0,-7.0,69.0,-390,295
401416611,Kent State,31,Ohio,24,William Hill (New Jersey),65.5,-13,Kent State -13,,,,
401416611,Kent State,31,Ohio,24,consensus,65.5,-12.5,Kent State -12.5,,,,
401416611,Kent State,31,Ohio,24,teamrankings,65.5,-13,Kent State -13,,,,
401426591,UT San Antonio,31,North Texas,27,Bovada,73.0,-10.0,UT San Antonio -10.0,-9.5,70.5,-390,295
401426591,UT San Antonio,31,North Texas,27,William Hill (New Jersey),73,-10,UT San Antonio -10,,,,
401426591,UT San Antonio,31,North Texas,27,consensus,73,-10,UT San Antonio -10,,,,
401426591,UT San Antonio,31,North Texas,27,teamrankings,73,-10,UT San Antonio -10,,,,
401403927,Auburn,27,Arkansas,41,Bovada,60.0,4.0,Arkansas -4.0,4.0,60.5,160,-185
401403927,Auburn,27,Arkansas,41,William Hill (New Jersey),60,4,Arkansas -4,,,,
401403927,Auburn,27,Arkansas,41,consensus,60,4,Arkansas -4,,,,
401403927,Auburn,27,Arkansas,41,teamrankings,60,4,Arkansas -4,,,,
401405137,Michigan,34,Nebraska,3,Bovada,50.0,-30.5,Michigan -30.5,-28.5,52.0,,
401405137,Michigan,34,Nebraska,3,William Hill (New Jersey),49.5,-30.5,Michigan -30.5,,,,
401405137,Michigan,34,Nebraska,3,consensus,49.5,-30.5,Michigan -30.5,,,,
401405137,Michigan,34,Nebraska,3,teamrankings,49.5,-30.5,Michigan -30.5,,,,
401411158,Clemson,31,Louisville,16,Bovada,51.5,-7.0,Clemson -7.0,-7.0,52.0,-290,240
401411158,Clemson,31,Louisville,16,William Hill (New Jersey),52,-7,Clemson -7,,,,
401411158,Clemson,31,Louisville,16,consensus,52,-7,Clemson -7,,,,
401411158,Clemson,31,Louisville,16,teamrankings,52,-7,Clemson -7,,,,
401404109,Baylor,3,Kansas State,31,Bovada,52.5,-2.5,Baylor -2.5,-3.5,53.5,-140,120
401404109,Baylor,3,Kansas State,31,William Hill (New Jersey),52,-3,Baylor -3,,,,
401404109,Baylor,3,Kansas State,31,consensus,52.5,-2.5,Baylor -2.5,,,,
401404109,Baylor,3,Kansas State,31,teamrankings,52,-2.5,Baylor -2.5,,,,
401404111,Texas Tech,43,Kansas,28,Bovada,63.5,-3.5,Texas Tech -3.5,-3.5,64.5,-175,150
401404111,Texas Tech,43,Kansas,28,William Hill (New Jersey),63.5,-3.5,Texas Tech -3.5,,,,
401404111,Texas Tech,43,Kansas,28,consensus,63.5,-3.5,Texas Tech -3.5,,,,
