NAME,POS,TEAM,RTG,OPP,DEF_RTG,h/a,DK salary,DK points
DARREN FELLS,TE,DET,65.0,LAR,-0.7250000000000227,away,2500,1.6
NOAH GRAY,TE,KC,65.0,TEN,1.408333333333303,away,2500,1.4
ERIC SAUBERT,TE,DEN,67.0,CLE,-0.9916666666666885,away,2500,1.3
DEON YELDER,TE,TB,65.0,CHI,-1.52500000000002,home,2500,1.0
GARRETT GRIFFIN,TE,NO,65.0,SEA,2.741666666666646,away,2500,0.0
RYAN GRIFFIN,TE,NYJ,65.0,NE,-0.7250000000000227,away,2500,2.5
KYLEN GRANSON,TE,IND,66.0,SF,-0.9916666666666885,away,2500,0.0
JOSH OLIVER,TE,BAL,67.0,CIN,-2.325000000000017,home,2500,4.9
ANDREW BECK,TE,DEN,65.0,CLE,-0.9916666666666885,away,2500,0.0
JOSIAH DEGUARA,TE,GB,66.0,WAS,3.541666666666643,home,2500,0.0
ANTONY AUCLAIR,TE,HOU,65.0,ARI,-2.591666666666697,away,2500,0.0
JAMES WINCHESTER,TE,KC,65.0,TEN,1.408333333333303,away,2500,0.0
ROSS TRAVIS,TE,ARI,65.0,HOU,1.674999999999983,home,2500,0.0
ADAM SHAHEEN,TE,MIA,65.0,ATL,1.408333333333303,home,2500,6.3
